#Generated by the fillatoms program

#Input file to regenerate this configuration:
#   0.000    0.000    0.000   70.000   70.000   70.000
#   10    0.800 1449879062 1    0.300
#   4.5937299979      0.0000000000      0.0000000000
#   0.0000000000      4.5937299979      0.0000000000
#   0.0000000000      0.0000000000      2.9581200006
#6
# 0 1    0.0000000000    0.0000000000    0.0000000000 ti
# 1 1    2.2968650016    2.2968650016    1.4790599977 ti
# 2 2    1.4024657706    1.4024657706    0.0000000000 o
# 3 2    3.1912642326    3.1912642326    0.0000000000 o
# 4 2    0.8943992310    3.6993307669    1.4790599977 o
# 5 2    3.6993307669    0.8943992310    1.4790599977 o

32503 atoms
2 atom types
  0.0000000000  70.0000000000 xlo xhi
  0.0000000000  70.0000000000 ylo yhi
  0.0000000000  70.0000000000 zlo zhi

Atoms # atomic

      1      2    7.37858214   47.46525926    3.21474335
      2      2    6.81108068   45.27166576    2.08971467
      3      1    6.36614439   43.55182986    1.20766214
      4      2    3.57827847   44.91950610    2.79143706
      5      2    3.01077702   42.72591260    1.66640838
      6      1    2.56584072   41.00607671    0.78435585
      7      2    1.71812931   40.38523965    2.42248440
      8      2    4.11030435   40.17427871    1.62712666
      9      2    5.92120809   41.83199398    0.32560961
     10      2    0.31000068   37.62852555    1.20382037
     11      1    2.18552980   37.46312654    0.58023867
     12      1    7.12676622   50.63773020    1.61589651
     13      2    6.27905481   50.01689314    3.25402506
     14      2    3.77139886   49.81181294    2.07464276
     15      1    3.32646256   48.09197705    1.19259022
     16      2    2.47875114   47.47113999    2.83071877
     17      2    0.53859665   49.45965328    2.77636514
     18      1    0.60322202   47.63653900    3.45430049
     19      2    8.67122985   49.80593220    2.45866733
     20      2   10.48213359   51.46364747    1.15715028
     21      2    9.91463214   49.27005397    0.03212160
     22      1   10.54675897   49.64053319    1.83508562
     23      2    8.62198442   46.92938102    0.78819762
     24      2    4.87092618   47.26017905    2.03536104
     25      2    6.68182993   48.91789432    0.73384399
     26      1    6.74645530   47.09478004    1.41177933
     27      2    4.82168076   44.38362787    0.36489133
     28      2    1.07062252   44.71442589    1.61205475
     29      2    2.88152626   46.37214116    0.31053770
     30      1    2.94615164   44.54902688    0.98847304
     31      2    5.58230260   51.46952821    0.77312570
     32      1    3.70677348   51.63492722    1.39670741
     33      2    1.78199893   48.92377505    0.34981941
     34      2    0.99849301   53.11869441    0.13924959
     35      1    0.23768759   51.97396579    1.56914189
     36      1    1.80673929   61.48070503    1.00356175
     37      2    2.93464100   58.19400508    0.72694151
     38      1    2.17383558   57.04927646    2.15683381
     39      2    1.65035174   55.73176877    0.82354592
     40      2    4.27211930   55.22263980    0.05643348
     41      2    3.30173729   53.76257651    1.88021357
     42      1    2.63530615   54.17066710    0.09784154
     43      1    2.54093187   52.61784789    3.31010587
     44      2    0.02697885   62.15433062    0.59588567
     45      2    0.67883759   64.76740499    1.28018199
     46      2    0.39407514   57.72290205    1.74915773
     47      2    1.04593388   60.33597642    2.43345405
     48      2    0.07555187   58.87591313    4.25723414
     49      2    0.76117143   53.29147348    2.90242979
     50      2    1.41303017   55.90454785    3.58672611
     51      2    0.44264816   54.44448456    5.41050620
     52      2    1.78012646   51.47311928    4.73999816
     53      1    0.14331331   50.42114659    4.78140622
     54      1    7.33616899   57.01125051    0.36750516
     55      2    3.21940345   65.23850801    0.25796578
     56      2    4.87078899   63.26931575    1.31463343
     57      1    4.10998357   62.12458713    2.74452573
     58      2    3.58649974   60.80707944    1.41123784
     59      2    6.20826729   60.29795047    0.64412540
     60      2    5.23788528   58.83788718    2.46790549
     61      1    4.57145415   59.24597777    0.68553345
     62      1    4.47707986   57.69315856    3.89779779
     63      2    3.95359603   56.37565087    2.56450989
     64      2    5.92350484   53.25344753    1.11310113
     65      2    6.57536358   55.86652190    1.79739745
     66      2    5.60498157   54.40645861    3.62117754
     67      1    4.93855043   54.81454920    1.83880551
     68      1    4.84417615   53.26172999    5.05106984
     69      2    4.32069231   51.94422230    3.71778195
     70      2    1.96312685   67.22964129    1.18357759
     71      1    0.88379816   67.23792376    5.12154630
     72      2    0.36031432   65.92041607    3.78825841
     73      2    2.33022314   62.79821272    2.33684965
     74      2    2.98208187   65.41128709    3.02114597
     75      2    2.01169986   63.95122380    4.84492606
     76      1    1.34526873   64.35931440    3.06255403
     77      1    1.25089445   62.80649519    6.27481836
     78      2    0.72741061   61.48898750    4.94153047
     79      2    2.69731942   58.36678415    3.49012171
     80      2    3.34917816   60.97985852    4.17441803
     81      2    2.37879615   59.51979523    5.99819812
     82      1    1.71236502   59.92788583    4.21582608
     83      1    1.61799073   58.37506662    7.42809042
     84      2    1.09450690   57.05755893    6.09480252
     85      2    3.06441571   53.93535558    4.64339376
     86      2    3.71627445   56.54842995    5.32769008
     87      2    2.74589244   55.08836666    7.15147017
     88      1    2.07946131   55.49645726    5.36909814
     89      1    1.98508702   53.94363805    8.58136247
     90      2    1.46160318   52.62613036    7.24807458
     91      2    4.08337074   52.11700138    6.48096214
     92      1    2.44655759   51.06502869    6.52237020
     93      2    0.12299274   66.09319514    6.55143860
     94      2    0.49008903   61.66176657    7.70471066
     95      2    0.20532658   54.61726364    8.17368639
     96      2    0.85718532   57.23033800    8.85798271
     97      2    1.22428161   52.79890943   10.01125477
     98      2    0.25389960   51.33884615   11.83503486
     99      2    5.88974402   61.45096154    3.15220181
